Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
ZH11LnCp7r3	0.123	0.0152	627.1	0.954	0.674	33.1	76.2	5000.0	620.0	0.564	0.0459	4.33	6.25	1.88
ZH11LnCp7r4	0.160	0.0133	620.4	0.945	0.654	27.9	66.6	5000.0	614.0	0.576	0.0551	4.20	6.06	1.82
ZH11LnCp7r5	0.158	0.0226	765.6	0.959	0.713	42.7	113.0	5000.0	759.0	0.554	0.041	4.73	6.82	2.05
ZH11LnCp7r6	0.147	0.021	850.6	0.957	0.691	38.7	104.8	5000.0	840.0	0.624	0.0429	4.65	6.71	2.02
ZH11LnCp7r7	0.109	0.028	787.2	0.976	0.742	65.8	139.9	5000.0	779.0	0.588	0.0243	4.94	7.13	2.15
ZH11LnCp7r8	0.0892	0.0397	870.0	0.981	0.783	90.1	198.5	5000.0	862.0	0.542	0.019	5.29	7.63	2.30
ZH11LnCp7r9	0.129	0.0161	666.0	0.957	0.676	35.1	80.4	5000.0	656.0	0.586	0.0431	4.39	6.33	1.91
ZH11LnCp7r10	0.131	0.016	662.7	0.954	0.675	33.9	79.8	5000.0	654.0	0.600	0.0463	4.38	6.32	1.90
ZH11LnCp7r11	0.123	0.0211	722.8	0.965	0.709	45.9	105.6	5000.0	715.0	0.587	0.0347	4.66	6.72	2.02
ZH11LnCp7r12	0.129	0.0189	712.0	0.962	0.694	41.4	94.4	5000.0	701.0	0.607	0.0376	4.55	6.56	1.97
ZH11LnCp7r13	0.113	0.0229	721.4	0.967	0.722	49.4	114.7	5000.0	714.0	0.544	0.0325	4.74	6.84	2.06
ZH11LnCp7r14	0.146	0.0185	693.8	0.959	0.694	39.2	92.3	5000.0	681.0	0.594	0.0409	4.53	6.53	1.97
ZH11LnCp7r15	0.160	0.0187	760.4	0.954	0.686	36.0	93.7	5000.0	752.0	0.603	0.0461	4.54	6.55	1.97
ZH11LnCp7r16	0.0354	0.0715	1046.1	0.993	0.846	212.4	357.6	5000.0	1040.0	0.538	0.00697	5.88	8.48	2.55
ZH11LnCp7r17	0.089	0.0309	838.0	0.977	0.750	68.7	154.5	5000.0	832.0	0.557	0.0234	5.04	7.27	2.19
A50Cp1r1	0.0612	0.0509	997.9	0.987	0.803	124.5	254.3	5000.0	991.0	0.560	0.0131	5.54	7.99	2.41
A50Cp1r2	0.0464	0.0472	886.3	0.989	0.806	135.2	236.2	5000.0	878.0	0.576	0.0107	5.46	7.88	2.37
A50Cp1r3	0.0566	0.0509	957.4	0.989	0.808	137.3	254.3	5000.0	948.0	0.586	0.0111	5.54	7.99	2.41
A50Cp1r4	0.0616	0.0769	1216.7	0.991	0.838	195.9	384.4	5000.0	1210.0	0.578	0.00876	5.95	8.59	2.58
A50Cp1r5	0.049	0.056	1080.1	0.989	0.808	139.5	280.2	5000.0	1072.0	0.576	0.0113	5.64	8.13	2.45
A50Cp1r6	0.075	0.0495	1058.1	0.985	0.792	114.0	247.5	5000.0	1048.0	0.604	0.0147	5.51	7.95	2.39
A50Cp2r1	0.0304	0.0938	1308.3	0.994	0.858	261.8	468.9	5000.0	1299.0	0.584	0.006	6.15	8.87	2.67
A50Cp2r2	0.0484	0.0824	1243.1	0.993	0.846	219.0	412.0	5000.0	1237.0	0.568	0.00746	6.02	8.69	2.61
A50Cp2r3	0.0638	0.0434	912.0	0.985	0.790	108.5	217.2	5000.0	906.0	0.551	0.0145	5.38	7.76	2.34
A50Cp2r4	0.0506	0.0603	1043.5	0.990	0.822	156.8	301.7	5000.0	1039.0	0.530	0.0101	5.71	8.24	2.48
A50Cp2r5	0.0746	0.0376	839.4	0.983	0.778	93.0	187.9	5000.0	834.0	0.545	0.0169	5.24	7.55	2.27
A50Cp2r6	0.055	0.0592	1056.6	0.989	0.818	146.6	296.1	5000.0	1049.0	0.562	0.0113	5.69	8.21	2.47
A50Cp3r1	0.0326	0.0653	1079.7	0.992	0.830	184.6	326.5	5000.0	1073.0	0.571	0.00797	5.79	8.35	2.51
A50Cp3r2	0.05	0.0638	1053.1	0.990	0.829	168.5	319.0	5000.0	1046.0	0.549	0.00953	5.77	8.32	2.50
A50Cp3r3	0.0366	0.0689	1059.4	0.992	0.839	196.9	344.5	5000.0	1053.0	0.541	0.00766	5.84	8.43	2.54
A50Cp3r4	0.0324	0.0588	1014.0	0.991	0.822	166.0	294.2	5000.0	1007.0	0.560	0.00879	5.68	8.20	2.47
A50Cp3r5	0.0386	0.073	1112.1	0.992	0.842	204.4	365.1	5000.0	1103.0	0.568	0.00762	5.90	8.51	2.56
A50Cp3r6	0.0346	0.0602	1029.7	0.991	0.824	167.4	301.2	5000.0	1023.0	0.562	0.00892	5.71	8.23	2.48
A50Cp7r1	0.0528	0.0694	1000.1	0.992	0.848	196.9	347.0	5000.0	994.0	0.511	0.00813	5.85	8.44	2.54
A50Cp7r2	0.0642	0.0534	1062.9	0.987	0.802	125.8	267.0	5000.0	1057.0	0.561	0.0132	5.59	8.06	2.43
A50Cp7r3	0.0358	0.0673	1085.2	0.991	0.833	181.6	336.7	5000.0	1079.0	0.539	0.00854	5.82	8.40	2.53
A50Cp7r4	0.0536	0.067	1127.2	0.990	0.828	163.0	335.0	5000.0	1121.0	0.549	0.0104	5.81	8.39	2.53
A50Cp7r5	0.0424	0.0612	1040.4	0.990	0.825	162.1	306.1	5000.0	1034.0	0.551	0.00977	5.72	8.26	2.49
A50Cp7r6	0.0628	0.035	873.8	0.981	0.763	80.7	175.0	5000.0	868.0	0.545	0.0193	5.16	7.45	2.24
A50Cp10r1	0.0926	0.0403	990.7	0.977	0.770	78.7	201.5	5000.0	983.0	0.578	0.0233	5.31	7.65	2.30
A50Cp10r2	0.0908	0.0446	994.4	0.981	0.784	91.8	222.9	5000.0	989.0	0.541	0.0195	5.41	7.80	2.35
A50Cp10r3	0.0702	0.044	1007.4	0.981	0.781	93.0	220.1	5000.0	1002.0	0.555	0.0186	5.39	7.78	2.34
A50Cp10r4	0.0698	0.0481	972.6	0.986	0.798	117.9	240.4	5000.0	966.0	0.555	0.0138	5.48	7.91	2.38
A50Cp10r5	0.0706	0.0549	1072.2	0.988	0.805	133.1	274.4	5000.0	1066.0	0.573	0.0124	5.61	8.10	2.44
A50Cp14r1	0.0564	0.0464	963.2	0.984	0.794	104.8	232.2	5000.0	958.0	0.530	0.016	5.45	7.86	2.37
A50Cp14r2	0.160	0.0294	872.5	0.962	0.738	50.6	146.9	5000.0	867.0	0.537	0.0381	4.99	7.20	2.17
A50Cp14r3	0.161	0.0227	733.6	0.959	0.718	43.3	113.7	5000.0	730.0	0.517	0.0414	4.73	6.83	2.06
A50Cp14r4	0.056	0.044	868.2	0.986	0.798	111.7	219.9	5000.0	862.0	0.518	0.0141	5.39	7.78	2.34
A50Cp14r5	0.0712	0.0579	1081.7	0.987	0.812	135.7	289.3	5000.0	1076.0	0.545	0.0126	5.67	8.18	2.46
A50Cp14r6	0.0636	0.0343	820.3	0.982	0.768	83.8	171.4	5000.0	814.0	0.531	0.0182	5.14	7.42	2.23
A50Cp21r1	0.0544	0.0527	1054.2	0.988	0.802	129.3	263.7	5000.0	1047.0	0.567	0.0122	5.57	8.04	2.42
A50Cp21r2	0.131	0.0337	1070.9	0.969	0.735	58.8	168.4	5000.0	1064.0	0.623	0.0311	5.13	7.40	2.23
A50Cp21r3	0.139	0.0174	846.8	0.951	0.663	32.6	87.1	5000.0	839.0	0.630	0.0488	4.47	6.44	1.94
A50Cp21r4	0.0816	0.0522	1028.9	0.985	0.803	118.9	261.1	5000.0	1020.0	0.570	0.0149	5.57	8.03	2.42
A50Cp21r5	0.0736	0.0402	931.5	0.983	0.777	95.1	201.2	5000.0	924.0	0.578	0.0168	5.30	7.65	2.30
A50Cp21r6	0.0922	0.0397	900.8	0.981	0.779	90.7	198.6	5000.0	895.0	0.551	0.0189	5.29	7.63	2.30
A50Cp28r1	0.0468	0.0545	976.0	0.990	0.816	153.3	272.5	5000.0	969.0	0.569	0.0096	5.61	8.09	2.44
A50Cp28r2	0.0512	0.0642	1192.5	0.990	0.815	156.4	320.9	5000.0	1187.0	0.590	0.0104	5.77	8.33	2.51
A50Cp28r4	0.0442	0.0479	945.0	0.989	0.800	130.6	239.5	5000.0	940.0	0.545	0.0111	5.48	7.90	2.38
A50Cp28r5	0.0444	0.0533	1021.1	0.989	0.807	138.7	266.3	5000.0	1014.0	0.562	0.0109	5.58	8.06	2.43
A50Cp28r6	0.0724	0.0493	990.8	0.986	0.799	120.5	246.6	5000.0	983.0	0.573	0.0136	5.51	7.95	2.39
A50Cp35r1	0.109	0.0327	822.9	0.977	0.760	72.2	163.3	5000.0	818.0	0.532	0.0235	5.10	7.35	2.21
A50Cp35r2	0.0618	0.0379	862.7	0.985	0.777	98.6	189.5	5000.0	856.0	0.580	0.0152	5.24	7.57	2.28
A50Cp35r3	0.0408	0.043	861.0	0.988	0.795	120.3	214.8	5000.0	854.0	0.549	0.0118	5.37	7.75	2.33
A50Cp35r4	0.0888	0.0524	1008.1	0.986	0.806	124.9	261.8	5000.0	1003.0	0.548	0.0141	5.57	8.03	2.42
A50Cp35r5	0.031	0.0597	1043.4	0.991	0.821	166.6	298.6	5000.0	1036.0	0.560	0.00868	5.70	8.22	2.48
A50Cp35r6	0.0648	0.0468	963.7	0.986	0.795	114.1	234.0	5000.0	956.0	0.562	0.0142	5.46	7.87	2.37
A50Cp42r1	0.0336	0.0554	963.4	0.991	0.820	161.1	277.2	5000.0	952.0	0.580	0.00888	5.62	8.11	2.44
A50Cp42r2	0.0668	0.0417	899.8	0.986	0.786	110.2	208.5	5000.0	891.0	0.589	0.0137	5.34	7.70	2.32
A50Cp42r3	0.0606	0.0457	993.8	0.986	0.788	111.5	228.6	5000.0	985.0	0.613	0.0143	5.43	7.84	2.36
A50Cp42r4	0.0468	0.0459	951.2	0.988	0.793	120.9	229.4	5000.0	944.0	0.587	0.0124	5.44	7.84	2.36
A50Cp42r5	0.029	0.054	967.7	0.991	0.815	156.6	270.0	5000.0	962.0	0.561	0.00896	5.60	8.08	2.43
A50Cp42r6	0.0552	0.0369	789.2	0.985	0.783	99.9	184.6	5000.0	784.0	0.536	0.0148	5.22	7.53	2.27
A50Cp49r1	0.0276	0.0566	961.9	0.991	0.823	163.4	283.1	5000.0	956.0	0.530	0.00869	5.65	8.15	2.45
A50Cp49r2	0.0506	0.0536	989.4	0.990	0.811	145.7	268.0	5000.0	982.0	0.571	0.0103	5.59	8.07	2.43
A50Cp49r3	0.0382	0.061	1064.7	0.991	0.821	165.3	305.0	5000.0	1058.0	0.573	0.00911	5.72	8.25	2.48
A50Cp49r4	0.0272	0.0702	1088.1	0.993	0.839	209.4	351.1	5000.0	1083.0	0.554	0.00675	5.86	8.46	2.55
A50Cp49r5	0.0472	0.0658	1120.6	0.991	0.826	171.4	328.9	5000.0	1115.0	0.560	0.00925	5.80	8.36	2.52
A50Cp49r6	0.0282	0.0686	1108.8	0.993	0.833	197.1	343.1	5000.0	1103.0	0.569	0.00734	5.84	8.42	2.54
A50Cp63r1	0.267	0.0135	679.4	0.910	0.648	20.4	67.7	5000.0	669.0	0.593	0.0899	4.22	6.08	1.83
A50Cp63r2	0.06	0.0394	869.1	0.985	0.782	101.0	196.8	5000.0	861.0	0.574	0.0151	5.28	7.62	2.29
A50Cp63r3	0.125	0.0274	811.4	0.972	0.736	59.6	137.2	5000.0	801.0	0.597	0.0281	4.92	7.10	2.14
A50Cp63r4	0.0794	0.0455	917.1	0.985	0.796	111.2	227.4	5000.0	910.0	0.555	0.015	5.43	7.83	2.36
A50Cp63r5	0.109	0.0328	881.0	0.973	0.753	65.2	163.8	5000.0	873.0	0.559	0.0273	5.10	7.36	2.21
A50Cp63r6	0.103	0.0369	883.8	0.978	0.770	81.6	184.3	5000.0	875.0	0.590	0.0215	5.22	7.53	2.27
A50Cp70r1	0.0552	0.0369	814.0	0.985	0.780	99.0	184.6	5000.0	806.0	0.574	0.015	5.22	7.53	2.27
A50Cp70r2	0.0662	0.0473	899.5	0.987	0.805	124.2	236.4	5000.0	892.0	0.555	0.0129	5.47	7.89	2.37
A50Cp70r3	0.048	0.0466	867.0	0.989	0.807	133.6	233.0	5000.0	859.0	0.557	0.0108	5.45	7.86	2.37
A50Cp70r4	0.0982	0.0439	933.9	0.983	0.790	103.8	219.3	5000.0	923.0	0.587	0.0168	5.39	7.78	2.34
A50Cp70r5	0.0594	0.0433	832.9	0.988	0.801	123.5	216.4	5000.0	825.0	0.569	0.0119	5.38	7.76	2.34
A50Cp70r6	0.055	0.0478	878.5	0.989	0.809	137.9	239.0	5000.0	869.0	0.566	0.0106	5.48	7.90	2.38
A50Cp77r1	0.0594	0.047	998.5	0.987	0.791	117.8	234.9	5000.0	991.0	0.598	0.0133	5.46	7.88	2.37
A50Cp77r2	0.0574	0.0796	1286.0	0.990	0.837	184.1	398.0	5000.0	1281.0	0.553	0.00979	5.99	8.64	2.60
A50Cp77r3	0.0634	0.0642	1100.0	0.990	0.825	163.6	320.9	5000.0	1093.0	0.566	0.0102	5.77	8.33	2.51
A50Cp77r4	0.0378	0.0545	955.2	0.991	0.818	159.4	272.6	5000.0	947.0	0.572	0.00891	5.61	8.09	2.44
A50Cp77r5	0.061	0.0508	976.4	0.989	0.805	134.8	254.0	5000.0	969.0	0.575	0.0114	5.54	7.99	2.40
A50Cp77r6	0.0634	0.0581	1093.9	0.989	0.811	143.5	290.7	5000.0	1087.0	0.582	0.0115	5.67	8.18	2.46
A50Cp84r1	0.0374	0.051	963.2	0.990	0.808	142.7	255.1	5000.0	954.0	0.579	0.0101	5.54	7.99	2.41
A50Cp84r2	0.0986	0.0328	744.9	0.980	0.773	82.3	164.0	5000.0	734.0	0.554	0.0196	5.10	7.36	2.21
A50Cp84r3	0.124	0.0296	759.9	0.975	0.755	67.4	148.1	5000.0	751.0	0.556	0.0254	5.00	7.21	2.17
A50Cp84r4	0.0518	0.0641	1101.4	0.990	0.824	165.1	320.5	5000.0	1095.0	0.568	0.0098	5.77	8.32	2.51
A50Cp84r5	0.0658	0.0374	839.0	0.984	0.778	97.0	187.0	5000.0	831.0	0.588	0.0157	5.23	7.55	2.27
A50Cp84r6	0.0684	0.0447	884.8	0.987	0.798	119.2	223.7	5000.0	878.0	0.556	0.013	5.41	7.81	2.35
A50Cp91r1	0.0674	0.0641	1189.8	0.989	0.816	151.6	320.5	5000.0	1182.0	0.601	0.0113	5.77	8.32	2.51
A50Cp91r2	0.054	0.0581	1146.7	0.988	0.806	141.2	290.7	5000.0	1138.0	0.618	0.0115	5.67	8.18	2.46
A50Cp91r3	0.0514	0.0691	1124.5	0.991	0.833	181.5	345.4	5000.0	1119.0	0.547	0.00883	5.84	8.43	2.54
A50Cp91r4	0.0494	0.0546	969.4	0.990	0.817	151.4	273.0	5000.0	962.0	0.559	0.00992	5.61	8.09	2.44
A50Cp91r5	0.084	0.0394	919.1	0.981	0.775	87.4	196.8	5000.0	912.0	0.577	0.0195	5.28	7.62	2.29
A50Cp91r6	0.128	0.033	852.6	0.974	0.758	69.9	164.9	5000.0	844.0	0.593	0.026	5.11	7.37	2.22
A50Cp98r1	0.0434	0.0364	767.7	0.986	0.784	102.9	182.2	5000.0	762.0	0.537	0.0138	5.21	7.51	2.26
A50Cp98r2	0.074	0.0452	876.5	0.987	0.801	119.2	225.9	5000.0	868.0	0.555	0.0133	5.42	7.82	2.35
A50Cp98r3	0.0466	0.0408	819.0	0.988	0.794	117.0	203.9	5000.0	810.0	0.575	0.0122	5.32	7.67	2.31
A50Cp98r4	0.0502	0.0587	944.8	0.991	0.831	170.1	293.7	5000.0	936.0	0.538	0.00876	5.68	8.20	2.47
A50Cp98r5	0.056	0.0373	750.7	0.986	0.791	104.1	186.4	5000.0	744.0	0.529	0.0141	5.23	7.54	2.27
A50Cp98r6	0.0782	0.0408	857.5	0.985	0.788	103.7	204.0	5000.0	852.0	0.547	0.0154	5.32	7.67	2.31
A50Cp112r1	0.0532	0.0583	929.5	0.991	0.831	168.4	291.6	5000.0	924.0	0.515	0.00895	5.68	8.19	2.46
A50Cp112r2	0.0466	0.0601	997.1	0.991	0.827	172.6	300.6	5000.0	990.0	0.564	0.00855	5.71	8.23	2.48
A50Cp112r3	0.0354	0.06	943.0	0.992	0.834	180.1	300.0	5000.0	937.0	0.529	0.00793	5.70	8.23	2.48
A50Cp112r4	0.0542	0.0462	941.1	0.987	0.796	120.7	230.8	5000.0	932.0	0.585	0.0126	5.44	7.85	2.36
A50Cp112r5	0.0398	0.0459	914.0	0.989	0.798	127.6	229.4	5000.0	906.0	0.585	0.0113	5.44	7.84	2.36
A50Cp112r6	0.056	0.0483	921.4	0.988	0.805	125.7	241.7	5000.0	915.0	0.541	0.0124	5.49	7.92	2.38
A50Cp119r1	0.0394	0.0479	857.7	0.990	0.812	138.0	239.4	5000.0	852.0	0.519	0.0104	5.48	7.90	2.38
A50Cp119r2	0.0804	0.0398	853.3	0.985	0.785	102.0	198.8	5000.0	846.0	0.561	0.0155	5.29	7.64	2.30
A50Cp119r3	0.0486	0.0451	904.9	0.988	0.797	120.7	225.5	5000.0	898.0	0.567	0.0124	5.42	7.82	2.35
A50Cp119r4	0.0404	0.0507	893.7	0.991	0.816	150.6	253.3	5000.0	886.0	0.563	0.00932	5.53	7.98	2.40
A50Cp119r5	0.0568	0.0475	887.1	0.989	0.807	130.7	237.3	5000.0	881.0	0.542	0.0115	5.47	7.89	2.38
A50Cp119r6	0.064	0.0408	775.8	0.987	0.800	114.8	204.0	5000.0	771.0	0.512	0.0129	5.32	7.67	2.31
